Telonics Data Report
Report Format,Condensed,1
Headers Row,23
Data Source,Argos
TDC Version,1.65 SECO1349

CTN,630234B
Comment,
Argos ID,117335

Report Period Begins,2012.04.27 21:16:17
Report Period Ends,2012.10.23 01:56:43

Report File Number,1 of 1
File Coverage Begins,2012.04.27 21:16:17
File Coverage Ends,2012.10.23 01:56:43

Measurement Units,,,degrees,degrees,meters,,degrees,degrees,,meters,meters,degrees C,Hit,,,,Yes/No,Yes/No,Yes/No,
Resolution,,,,,,,0.000043,0.000043,,5,5,,,,,,,,,
Range Minimum,,,,,,,-90.000000,-180.000000,,,,-40,,,,,,,,
Range Maximum,,,,,,,90.000000,180.000000,,,,70,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Argos Location Class,Argos Latitude,Argos Longitude,Argos Altitude,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,Temperature,Satellite Uplink,Receive Time,Satellite Name,Repetition Count,Low Voltage,Mortality,Predeployment Data,Error
2012.06.19 20:23:35,2012.06.19 20:23:35,3,64.880,-147.865,196,,,,,,,,,2012.06.19 20:23:35,P,4,,,,
2012.06.19 20:24:37,2012.06.19 20:24:37,,,,,,,,,,,,Hit,2012.06.19 20:24:37,M,2,No,Yes,No,Invalid Page
2012.06.19 20:26:40,2012.06.19 20:26:40,,,,,,,,,,,,Hit,2012.06.19 20:26:40,M,2,No,Yes,No,Invalid Page
2012.06.19 20:28:42,2012.06.19 20:28:42,3,64.881,-147.867,202,,,,,,,,,2012.06.19 20:28:42,M,4,,,,
2012.06.19 20:28:43,2012.06.19 20:28:43,,,,,,,,,,,,Hit,2012.06.19 20:28:43,M,2,No,Yes,No,Invalid Page
2012.06.19 20:30:46,2012.06.19 20:30:46,,,,,,,,,,,,Hit,2012.06.19 20:30:46,M,1,No,Yes,No,Invalid Page
2012.06.19 21:07:40,2012.06.19 21:07:40,,,,,,,,,,,,Hit,2012.06.19 21:07:40,K,1,No,Yes,No,Invalid Page
2012.06.19 21:08:41,2012.06.19 21:08:41,B,64.877,-147.875,187,,,,,,,,,2012.06.19 21:08:41,K,2,,,,
2012.06.19 21:09:43,2012.06.19 21:09:43,,,,,,,,,,,,Hit,2012.06.19 21:09:43,K,1,No,Yes,,CRC Error
2012.06.19 21:17:55,2012.06.19 21:17:55,,,,,,,,,,,,Hit,2012.06.19 21:17:55,L,1,No,Yes,No,Invalid Page
2012.06.19 21:19:58,2012.06.19 21:19:58,,,,,,,,,,,,Hit,2012.06.19 21:19:58,L,1,No,Yes,No,Invalid Page
2012.06.19 21:20:59,2012.06.19 21:20:59,3,64.880,-147.868,197,,,,,,,,,2012.06.19 21:20:59,L,5,,,,
2012.06.19 21:22:01,2012.06.19 21:22:01,,,,,,,,,,,,Hit,2012.06.19 21:22:01,L,1,No,Yes,No,Invalid Page
2012.06.19 21:24:04,2012.06.19 21:24:04,,,,,,,,,,,,Hit,2012.06.19 21:24:04,L,1,No,Yes,No,Invalid Page
2012.06.19 21:25:05,2012.06.19 21:25:05,3,64.881,-147.870,202,,,,,,,,,2012.06.19 21:25:05,A,6,,,,
2012.06.19 21:26:07,2012.06.19 21:26:07,,,,,,,,,,,,Hit,2012.06.19 21:26:07,A,1,No,Yes,No,Invalid Page
2012.06.19 21:28:10,2012.06.19 21:28:10,,,,,,,,,,,,Hit,2012.06.19 21:28:10,A,1,No,Yes,No,Invalid Page
2012.06.19 21:28:10,2012.06.19 21:28:10,,,,,,,,,,,,Hit,2012.06.19 21:28:10,L,1,No,Yes,,CRC Error
2012.06.19 21:30:13,2012.06.19 21:30:13,,,,,,,,,,,,Hit,2012.06.19 21:30:13,A,2,No,Yes,No,Invalid Page
2012.06.19 21:32:16,2012.06.19 21:32:16,,,,,,,,,,,,Hit,2012.06.19 21:32:16,A,2,No,Yes,No,Invalid Page
2012.06.19 21:54:49,2012.06.19 21:54:49,,,,,,,,,,,,Hit,2012.06.19 21:54:49,N,1,No,Yes,No,Invalid Page
2012.06.19 21:56:51,2012.06.19 21:56:51,B,64.880,-147.869,199,,,,,,,,,2012.06.19 21:56:51,N,2,,,,
2012.06.19 21:58:55,2012.06.19 21:58:55,,,,,,,,,,,,Hit,2012.06.19 21:58:55,N,1,No,Yes,No,Invalid Page
2012.06.19 22:03:01,2012.06.19 22:03:01,,,,,,,,,,,,Hit,2012.06.19 22:03:01,M,1,No,Yes,No,Invalid Page
2012.06.19 22:05:03,2012.06.19 22:05:03,1,64.880,-147.872,201,,,,,,,,,2012.06.19 22:05:03,P,4,,,,
2012.06.19 22:05:04,2012.06.19 22:05:04,,,,,,,,,,,,Hit,2012.06.19 22:05:04,P,1,No,Yes,No,Invalid Page
2012.06.19 22:06:25,2012.06.19 22:06:25,A,64.881,-147.876,203,,,,,,,,,2012.06.19 22:06:25,M,3,,,,
2012.06.19 22:07:07,2012.06.19 22:07:07,,,,,,,,,,,,Hit,2012.06.19 22:07:07,M,1,No,Yes,,CRC Error
2012.06.19 22:07:07,2012.06.19 22:07:07,,,,,,,,,,,,Hit,2012.06.19 22:07:07,P,1,Yes,No,,CRC Error
2012.06.19 22:09:10,2012.06.19 22:09:10,,,,,,,,,,,,Hit,2012.06.19 22:09:10,M,2,No,Yes,No,Invalid Page
2012.06.19 22:11:13,2012.06.19 22:11:13,,,,,,,,,,,,Hit,2012.06.19 22:11:13,P,1,No,Yes,No,Invalid Page
2012.06.19 22:41:57,2012.06.19 22:41:57,,,,,,,,,,,,Hit,2012.06.19 22:41:57,K,1,No,Yes,No,Invalid Page
2012.06.19 22:42:58,2012.06.19 22:42:58,2,64.880,-147.864,191,,,,,,,,,2012.06.19 22:42:58,K,4,,,,
2012.06.19 22:44:00,2012.06.19 22:44:00,,,,,,,,,,,,Hit,2012.06.19 22:44:00,K,1,No,Yes,No,Invalid Page
2012.06.19 22:46:03,2012.06.19 22:46:03,,,,,,,,,,,,Hit,2012.06.19 22:46:03,K,1,No,Yes,No,Invalid Page
2012.06.19 22:48:06,2012.06.19 22:48:06,,,,,,,,,,,,Hit,2012.06.19 22:48:06,K,1,No,Yes,No,Invalid Page
2012.06.19 22:58:21,2012.06.19 22:58:21,B,64.879,-147.863,188,,,,,,,,,2012.06.19 22:58:21,L,1,,,,
2012.06.19 22:58:21,2012.06.19 22:58:21,,,,,,,,,,,,Hit,2012.06.19 22:58:21,L,1,No,Yes,No,Invalid Page
2012.06.19 23:02:27,2012.06.19 23:02:27,B,64.881,-147.863,196,,,,,,,,,2012.06.19 23:02:27,A,2,,,,
2012.06.19 23:02:27,2012.06.19 23:02:27,,,,,,,,,,,,Hit,2012.06.19 23:02:27,A,1,No,Yes,No,Invalid Page
2012.06.19 23:08:36,2012.06.19 23:08:36,,,,,,,,,,,,Hit,2012.06.19 23:08:36,A,1,No,Yes,No,Invalid Page
2012.06.19 23:31:09,2012.06.19 23:31:09,,,,,,,,,,,,Hit,2012.06.19 23:31:09,N,1,No,Yes,No,Invalid Page
2012.06.19 23:34:44,2012.06.19 23:34:44,2,64.879,-147.868,193,,,,,,,,,2012.06.19 23:34:44,N,5,,,,
2012.06.19 23:35:15,2012.06.19 23:35:15,,,,,,,,,,,,Hit,2012.06.19 23:35:15,N,1,No,Yes,No,Invalid Page
2012.06.19 23:39:21,2012.06.19 23:39:21,,,,,,,,,,,,Hit,2012.06.19 23:39:21,N,1,No,Yes,,CRC Error
2012.06.19 23:41:24,2012.06.19 23:41:24,,,,,,,,,,,,Hit,2012.06.19 23:41:24,M,3,No,Yes,No,Invalid Page
2012.06.19 23:43:27,2012.06.19 23:43:27,,,,,,,,,,,,Hit,2012.06.19 23:43:27,M,1,No,Yes,No,Invalid Page
2012.06.19 23:47:33,2012.06.19 23:47:33,,,,,,,,,,,,Hit,2012.06.19 23:47:33,M,1,No,Yes,No,Invalid Page
2012.06.19 23:47:33,2012.06.19 23:47:33,A,64.882,-147.872,208,,,,,,,,,2012.06.19 23:47:33,M,3,,,,
2012.06.19 23:47:33,2012.06.19 23:47:33,,,,,,,,,,,,Hit,2012.06.19 23:47:33,P,1,No,Yes,,CRC Error
2012.06.19 23:49:36,2012.06.19 23:49:36,B,64.882,-147.869,205,,,,,,,,,2012.06.19 23:49:36,P,2,,,,
2012.06.19 23:51:39,2012.06.19 23:51:39,,,,,,,,,,,,Hit,2012.06.19 23:51:39,P,1,No,Yes,No,Invalid Page
2012.06.20 00:20:22,2012.06.20 00:20:22,1,64.878,-147.888,185,,,,,,,,,2012.06.20 00:20:22,K,7,,,,
2012.06.20 00:26:31,2012.06.20 00:26:31,,,,,,,,,,,,Hit,2012.06.20 00:26:31,K,1,No,Yes,No,Invalid Page
2012.06.20 00:28:34,2012.06.20 00:28:34,,,,,,,,,,,,Hit,2012.06.20 00:28:34,K,2,No,Yes,No,Invalid Page
2012.06.20 00:30:37,2012.06.20 00:30:37,,,,,,,,,,,,Hit,2012.06.20 00:30:37,K,2,No,Yes,No,Invalid Page
2012.06.20 00:32:40,2012.06.20 00:32:40,,,,,,,,,,,,Hit,2012.06.20 00:32:40,K,2,No,Yes,No,Invalid Page
2012.06.20 00:38:49,2012.06.20 00:38:49,,,,,,,,,,,,Hit,2012.06.20 00:38:49,L,1,No,Yes,No,Invalid Page
2012.06.20 00:39:50,2012.06.20 00:39:50,B,64.875,-147.856,181,,,,,,,,,2012.06.20 00:39:50,L,2,,,,
2012.06.20 00:40:52,2012.06.20 00:40:52,,,,,,,,,,,,Hit,2012.06.20 00:40:52,A,1,No,Yes,,CRC Error
2012.06.20 00:40:52,2012.06.20 00:40:52,,,,,,,,,,,,Hit,2012.06.20 00:40:52,L,1,No,Yes,No,Invalid Page
2012.06.20 00:41:53,2012.06.20 00:41:53,B,64.883,-147.866,207,,,,,,,,,2012.06.20 00:41:53,A,2,,,,
2012.06.20 00:42:55,2012.06.20 00:42:55,,,,,,,,,,,,Hit,2012.06.20 00:42:55,A,1,No,Yes,No,Invalid Page
2012.06.20 01:15:43,2012.06.20 01:15:43,,,,,,,,,,,,Hit,2012.06.20 01:15:43,N,1,No,Yes,No,Invalid Page
2012.06.20 01:17:45,2012.06.20 01:17:45,1,64.884,-147.861,209,,,,,,,,,2012.06.20 01:17:45,M,4,,,,
2012.06.20 01:17:46,2012.06.20 01:17:46,,,,,,,,,,,,Hit,2012.06.20 01:17:46,M,2,No,Yes,No,Invalid Page
2012.06.20 01:19:49,2012.06.20 01:19:49,,,,,,,,,,,,Hit,2012.06.20 01:19:49,M,2,No,Yes,No,Invalid Page
2012.06.20 01:21:51,2012.06.20 01:21:51,3,64.878,-147.865,188,,,,,,,,,2012.06.20 01:21:51,N,4,,,,
2012.06.20 01:21:52,2012.06.20 01:21:52,,,,,,,,,,,,Hit,2012.06.20 01:21:52,M,2,No,Yes,No,Invalid Page
2012.06.20 01:23:55,2012.06.20 01:23:55,,,,,,,,,,,,Hit,2012.06.20 01:23:55,M,1,No,Yes,No,Invalid Page
2012.06.24 20:08:12,2012.06.24 20:08:12,,,,,,,,,,,,Hit,2012.06.24 20:08:12,M,1,No,Yes,No,Invalid Page
2012.06.24 20:09:13,2012.06.24 20:09:13,B,64.884,-147.895,211,,,,,,,,,2012.06.24 20:09:13,M,2,,,,
2012.06.24 20:10:15,2012.06.24 20:10:15,,,,,,,,,,,,Hit,2012.06.24 20:10:15,M,1,No,Yes,,CRC Error
2012.06.24 20:22:33,2012.06.24 20:22:33,,,,,,,,,,,,Hit,2012.06.24 20:22:33,L,1,No,Yes,No,Invalid Page
2012.06.24 20:25:37,2012.06.24 20:25:37,B,64.882,-147.872,208,,,,,,,,,2012.06.24 20:25:37,L,2,,,,
2012.06.24 20:28:42,2012.06.24 20:28:42,,,,,,,,,,,,Hit,2012.06.24 20:28:42,L,1,No,Yes,No,Invalid Page
2012.06.24 20:47:09,2012.06.24 20:47:09,,,,,,,,,,,,Hit,2012.06.24 20:47:09,K,1,No,Yes,No,Invalid Page
2012.06.24 20:47:09,2012.06.24 20:47:09,B,64.881,-147.870,205,,,,,,,,,2012.06.24 20:47:09,K,1,,,,
2012.06.24 20:57:24,2012.06.24 20:57:24,2,64.885,-147.866,215,,,,,,,,,2012.06.24 20:57:24,N,5,,,,
2012.06.24 20:59:27,2012.06.24 20:59:27,,,,,,,,,,,,Hit,2012.06.24 20:59:27,N,1,No,Yes,No,Invalid Page
2012.06.24 21:01:30,2012.06.24 21:01:30,,,,,,,,,,,,Hit,2012.06.24 21:01:30,N,1,No,Yes,No,Invalid Page
2012.06.24 21:03:33,2012.06.24 21:03:33,,,,,,,,,,,,Hit,2012.06.24 21:03:33,N,1,No,Yes,No,Invalid Page
2012.06.24 21:07:39,2012.06.24 21:07:39,,,,,,,,,,,,Hit,2012.06.24 21:07:39,N,2,No,Yes,No,Invalid Page
2012.06.24 21:09:42,2012.06.24 21:09:42,,,,,,,,,,,,Hit,2012.06.24 21:09:42,P,1,No,Yes,,CRC Error
2012.06.24 21:10:43,2012.06.24 21:10:43,2,64.883,-147.853,208,,,,,,,,,2012.06.24 21:10:43,P,5,,,,
2012.06.24 21:11:45,2012.06.24 21:11:45,,,,,,,,,,,,Hit,2012.06.24 21:11:45,P,1,No,Yes,No,Invalid Page
2012.06.24 21:13:48,2012.06.24 21:13:48,,,,,,,,,,,,Hit,2012.06.24 21:13:48,P,1,No,Yes,No,Invalid Page
2012.06.24 21:15:51,2012.06.24 21:15:51,,,,,,,,,,,,Hit,2012.06.24 21:15:51,P,1,No,Yes,No,Invalid Page
2012.06.24 21:17:54,2012.06.24 21:17:54,2,64.882,-147.869,205,,,,,,,,,2012.06.24 21:17:54,A,5,,,,
2012.06.24 21:17:54,2012.06.24 21:17:54,,,,,,,,,,,,Hit,2012.06.24 21:17:54,A,2,No,Yes,No,Invalid Page
2012.06.24 21:19:57,2012.06.24 21:19:57,,,,,,,,,,,,Hit,2012.06.24 21:19:57,A,1,No,Yes,No,Invalid Page
2012.06.24 21:22:00,2012.06.24 21:22:00,,,,,,,,,,,,Hit,2012.06.24 21:22:00,A,1,No,Yes,No,Invalid Page
2012.06.24 21:24:03,2012.06.24 21:24:03,,,,,,,,,,,,Hit,2012.06.24 21:24:03,A,1,No,Yes,No,Invalid Page
2012.06.24 21:26:06,2012.06.24 21:26:06,,,,,,,,,,,,Hit,2012.06.24 21:26:06,A,1,No,Yes,No,Invalid Page
2012.06.24 21:46:36,2012.06.24 21:46:36,B,64.882,-147.867,204,,,,,,,,,2012.06.24 21:46:36,M,1,,,,
2012.06.24 21:46:36,2012.06.24 21:46:36,,,,,,,,,,,,Hit,2012.06.24 21:46:36,M,1,No,Yes,No,Invalid Page
2012.06.24 21:58:54,2012.06.24 21:58:54,B,64.879,-147.880,197,,,,,,,,,2012.06.24 21:58:54,L,2,,,,
2012.06.24 21:58:54,2012.06.24 21:58:54,,,,,,,,,,,,Hit,2012.06.24 21:58:54,L,1,No,Yes,No,Invalid Page
2012.06.24 22:00:57,2012.06.24 22:00:57,,,,,,,,,,,,Hit,2012.06.24 22:00:57,L,1,No,Yes,No,Invalid Page
2012.06.24 22:23:30,2012.06.24 22:23:30,A,64.884,-147.869,215,,,,,,,,,2012.06.24 22:23:30,K,3,,,,
2012.06.24 22:23:30,2012.06.24 22:23:30,,,,,,,,,,,,Hit,2012.06.24 22:23:30,K,1,No,Yes,No,Invalid Page
2012.06.24 22:25:33,2012.06.24 22:25:33,,,,,,,,,,,,Hit,2012.06.24 22:25:33,K,1,No,Yes,No,Invalid Page
2012.06.24 22:27:36,2012.06.24 22:27:36,,,,,,,,,,,,Hit,2012.06.24 22:27:36,K,1,No,Yes,No,Invalid Page
2012.06.24 22:37:51,2012.06.24 22:37:51,,,,,,,,,,,,Hit,2012.06.24 22:37:51,N,1,No,Yes,No,Invalid Page
2012.06.24 22:39:54,2012.06.24 22:39:54,,,,,,,,,,,,Hit,2012.06.24 22:39:54,N,1,No,Yes,No,Invalid Page
2012.06.24 22:40:55,2012.06.24 22:40:55,3,64.879,-147.870,195,,,,,,,,,2012.06.24 22:40:55,N,6,,,,
2012.06.24 22:41:57,2012.06.24 22:41:57,,,,,,,,,,,,Hit,2012.06.24 22:41:57,N,1,No,Yes,No,Invalid Page
2012.06.24 22:44:00,2012.06.24 22:44:00,,,,,,,,,,,,Hit,2012.06.24 22:44:00,N,1,No,Yes,No,Invalid Page
2012.06.24 22:46:03,2012.06.24 22:46:03,,,,,,,,,,,,Hit,2012.06.24 22:46:03,N,2,No,Yes,No,Invalid Page
2012.06.24 22:50:09,2012.06.24 22:50:09,3,64.881,-147.868,201,,,,,,,,,2012.06.24 22:50:09,P,5,,,,
2012.06.24 22:50:09,2012.06.24 22:50:09,,,,,,,,,,,,Hit,2012.06.24 22:50:09,P,1,No,Yes,No,Invalid Page
2012.06.24 22:52:12,2012.06.24 22:52:12,,,,,,,,,,,,Hit,2012.06.24 22:52:12,P,1,No,Yes,No,Invalid Page
2012.06.24 22:54:15,2012.06.24 22:54:15,,,,,,,,,,,,Hit,2012.06.24 22:54:15,P,1,No,Yes,No,Invalid Page
2012.06.24 22:56:18,2012.06.24 22:56:18,,,,,,,,,,,,Hit,2012.06.24 22:56:18,P,1,No,Yes,No,Invalid Page
2012.06.24 22:58:21,2012.06.24 22:58:21,3,64.879,-147.864,189,,,,,,,,,2012.06.24 22:58:21,A,4,,,,
2012.06.24 22:58:21,2012.06.24 22:58:21,,,,,,,,,,,,Hit,2012.06.24 22:58:21,A,1,No,Yes,No,Invalid Page
2012.06.24 23:00:24,2012.06.24 23:00:24,,,,,,,,,,,,Hit,2012.06.24 23:00:24,A,1,No,Yes,No,Invalid Page
2012.06.24 23:00:24,2012.06.24 23:00:24,,,,,,,,,,,,Hit,2012.06.24 23:00:24,P,1,No,Yes,,CRC Error
2012.06.24 23:02:27,2012.06.24 23:02:27,,,,,,,,,,,,Hit,2012.06.24 23:02:27,A,1,No,Yes,No,Invalid Page
2012.06.24 23:06:33,2012.06.24 23:06:33,,,,,,,,,,,,Hit,2012.06.24 23:06:33,A,1,No,Yes,No,Invalid Page
2012.06.24 23:24:59,2012.06.24 23:24:59,B,64.881,-147.872,230,,,,,,,,,2012.06.24 23:24:59,M,2,,,,
2012.06.24 23:25:00,2012.06.24 23:25:00,,,,,,,,,,,,Hit,2012.06.24 23:25:00,M,1,No,Yes,No,Invalid Page
2012.06.24 23:27:03,2012.06.24 23:27:03,,,,,,,,,,,,Hit,2012.06.24 23:27:03,M,1,No,Yes,No,Invalid Page
2012.06.24 23:39:20,2012.06.24 23:39:20,B,64.882,-147.873,196,,,,,,,,,2012.06.24 23:39:20,L,1,,,,
2012.06.24 23:39:21,2012.06.24 23:39:21,,,,,,,,,,,,Hit,2012.06.24 23:39:21,L,1,No,Yes,No,Invalid Page
2012.06.25 00:01:53,2012.06.25 00:01:53,3,64.880,-147.869,196,,,,,,,,,2012.06.25 00:01:53,K,5,,,,
2012.06.25 00:01:54,2012.06.25 00:01:54,,,,,,,,,,,,Hit,2012.06.25 00:01:54,K,1,No,Yes,No,Invalid Page
2012.06.25 00:03:57,2012.06.25 00:03:57,,,,,,,,,,,,Hit,2012.06.25 00:03:57,K,1,No,Yes,No,Invalid Page
2012.06.25 00:08:03,2012.06.25 00:08:03,,,,,,,,,,,,Hit,2012.06.25 00:08:03,K,1,No,Yes,No,Invalid Page
2012.06.25 00:10:06,2012.06.25 00:10:06,,,,,,,,,,,,Hit,2012.06.25 00:10:06,K,2,No,Yes,No,Invalid Page
2012.06.25 00:20:22,2012.06.25 00:20:22,,,,,,,,,,,,Hit,2012.06.25 00:20:22,N,1,No,Yes,No,Invalid Page
2012.06.25 00:22:24,2012.06.25 00:22:24,2,64.880,-147.868,198,,,,,,,,,2012.06.25 00:22:24,N,4,,,,
2012.06.25 00:22:25,2012.06.25 00:22:25,,,,,,,,,,,,Hit,2012.06.25 00:22:25,N,1,No,Yes,No,Invalid Page
2012.06.25 00:24:28,2012.06.25 00:24:28,,,,,,,,,,,,Hit,2012.06.25 00:24:28,N,1,No,Yes,No,Invalid Page
2012.06.25 00:26:31,2012.06.25 00:26:31,,,,,,,,,,,,Hit,2012.06.25 00:26:31,N,1,No,Yes,No,Invalid Page
2012.06.25 00:34:42,2012.06.25 00:34:42,B,64.880,-147.869,199,,,,,,,,,2012.06.25 00:34:42,P,1,,,,
2012.06.25 00:34:43,2012.06.25 00:34:43,,,,,,,,,,,,Hit,2012.06.25 00:34:43,P,1,No,Yes,No,Invalid Page
2012.06.25 00:38:48,2012.06.25 00:38:48,B,64.881,-147.866,200,,,,,,,,,2012.06.25 00:38:48,A,2,,,,
2012.06.25 00:38:49,2012.06.25 00:38:49,,,,,,,,,,,,Hit,2012.06.25 00:38:49,A,1,No,Yes,No,Invalid Page
2012.06.25 00:40:52,2012.06.25 00:40:52,,,,,,,,,,,,Hit,2012.06.25 00:40:52,A,1,No,Yes,No,Invalid Page
2012.06.25 01:01:22,2012.06.25 01:01:22,,,,,,,,,,,,Hit,2012.06.25 01:01:22,M,1,No,Yes,No,Invalid Page
2012.06.25 01:03:24,2012.06.25 01:03:24,3,64.879,-147.871,195,,,,,,,,,2012.06.25 01:03:24,M,4,,,,
2012.06.25 01:03:25,2012.06.25 01:03:25,,,,,,,,,,,,Hit,2012.06.25 01:03:25,M,1,No,Yes,No,Invalid Page
2012.06.25 01:05:28,2012.06.25 01:05:28,,,,,,,,,,,,Hit,2012.06.25 01:05:28,M,1,No,Yes,No,Invalid Page
2012.06.25 01:07:31,2012.06.25 01:07:31,,,,,,,,,,,,Hit,2012.06.25 01:07:31,M,1,No,Yes,No,Invalid Page
2012.06.25 01:17:46,2012.06.25 01:17:46,,,,,,,,,,,,Hit,2012.06.25 01:17:46,L,1,No,Yes,No,Invalid Page
2012.06.25 01:19:48,2012.06.25 01:19:48,A,64.880,-147.870,200,,,,,,,,,2012.06.25 01:19:48,L,3,,,,
2012.06.25 01:19:49,2012.06.25 01:19:49,,,,,,,,,,,,Hit,2012.06.25 01:19:49,L,1,No,Yes,No,Invalid Page
2012.06.25 01:21:52,2012.06.25 01:21:52,,,,,,,,,,,,Hit,2012.06.25 01:21:52,L,1,No,Yes,No,Invalid Page
2012.06.25 01:42:21,2012.06.25 01:42:21,,,,,,,,,,,,Hit,2012.06.25 01:42:21,K,1,No,Yes,No,Invalid Page
2012.06.25 01:44:24,2012.06.25 01:44:24,,,,,,,,,,,,Hit,2012.06.25 01:44:24,K,1,No,Yes,No,Invalid Page
2012.06.25 01:46:27,2012.06.25 01:46:27,,,,,,,,,,,,Hit,2012.06.25 01:46:27,K,1,No,Yes,No,Invalid Page
2012.06.25 01:48:30,2012.06.25 01:48:30,,,,,,,,,,,,Hit,2012.06.25 01:48:30,K,1,No,Yes,No,Invalid Page
2012.06.25 01:48:30,2012.06.25 01:48:30,3,64.881,-147.865,196,,,,,,,,,2012.06.25 01:48:30,K,6,,,,
2012.06.25 01:50:33,2012.06.25 01:50:33,,,,,,,,,,,,Hit,2012.06.25 01:50:33,K,2,No,Yes,No,Invalid Page
2012.06.29 20:18:27,2012.06.29 20:18:27,,,,,,,,,,,,Hit,2012.06.29 20:18:27,P,1,No,No,No,Invalid Page
2012.06.29 20:20:30,2012.06.29 20:20:30,,,,,,,,,,,,Hit,2012.06.29 20:20:30,P,1,No,No,,CRC Error
2012.06.29 20:21:11,2012.06.29 20:21:11,A,64.882,-147.864,200,,,,,,,,,2012.06.29 20:21:11,P,3,,,,
2012.06.29 20:24:36,2012.06.29 20:24:36,,,,,,,,,,,,Hit,2012.06.29 20:24:36,P,1,No,No,No,Invalid Page
2012.06.29 21:05:36,2012.06.29 21:05:36,B,64.884,-147.864,209,,,,,,,,,2012.06.29 21:05:36,L,1,,,,
2012.06.29 21:05:36,2012.06.29 21:05:36,,,,,,,,,,,,Hit,2012.06.29 21:05:36,L,1,No,No,No,Invalid Page
2012.06.29 21:17:54,2012.06.29 21:17:54,B,64.885,-147.866,213,,,,,,,,,2012.06.29 21:17:54,A,1,,,,
2012.06.29 21:17:54,2012.06.29 21:17:54,,,,,,,,,,,,Hit,2012.06.29 21:17:54,A,1,No,No,No,Invalid Page
2012.06.29 21:46:36,2012.06.29 21:46:36,,,,,,,,,,,,Hit,2012.06.29 21:46:36,N,1,No,No,No,Invalid Page
2012.06.29 21:47:37,2012.06.29 21:47:37,B,64.886,-147.869,215,,,,,,,,,2012.06.29 21:47:37,N,2,,,,
2012.06.29 21:48:39,2012.06.29 21:48:39,,,,,,,,,,,,Hit,2012.06.29 21:48:39,N,1,No,No,No,Invalid Page
2012.06.29 21:58:54,2012.06.29 21:58:54,,,,,,,,,,,,Hit,2012.06.29 21:58:54,P,1,No,No,No,Invalid Page
2012.06.29 21:58:54,2012.06.29 21:58:54,1,64.882,-147.866,203,,,,,,,,,2012.06.29 21:58:54,P,4,,,,
2012.06.29 22:00:57,2012.06.29 22:00:57,,,,,,,,,,,,Hit,2012.06.29 22:00:57,P,1,No,No,No,Invalid Page
2012.06.29 22:03:00,2012.06.29 22:03:00,,,,,,,,,,,,Hit,2012.06.29 22:03:00,P,1,No,No,No,Invalid Page
2012.06.29 22:05:03,2012.06.29 22:05:03,,,,,,,,,,,,Hit,2012.06.29 22:05:03,P,1,No,No,No,Invalid Page
2012.06.29 23:22:57,2012.06.29 23:22:57,,,,,,,,,,,,Hit,2012.06.29 23:22:57,N,1,No,No,,CRC Error
2012.06.29 23:24:59,2012.06.29 23:24:59,B,64.886,-147.873,224,,,,,,,,,2012.06.29 23:24:59,N,2,,,,
2012.06.29 23:27:03,2012.06.29 23:27:03,,,,,,,,,,,,Hit,2012.06.29 23:27:03,N,1,No,No,,CRC Error
2012.06.29 23:41:23,2012.06.29 23:41:23,B,64.886,-147.871,223,,,,,,,,,2012.06.29 23:41:23,P,1,,,,
2012.06.29 23:41:24,2012.06.29 23:41:24,,,,,,,,,,,,Hit,2012.06.29 23:41:24,P,1,No,No,No,Invalid Page
2012.06.29 23:43:26,2012.06.29 23:43:26,B,64.884,-147.877,217,,,,,,,,,2012.06.29 23:43:26,K,2,,,,
2012.06.29 23:43:27,2012.06.29 23:43:27,,,,,,,,,,,,Hit,2012.06.29 23:43:27,K,1,No,No,No,Invalid Page
2012.06.29 23:47:33,2012.06.29 23:47:33,,,,,,,,,,,,Hit,2012.06.29 23:47:33,K,1,No,No,,CRC Error
2012.06.30 00:34:42,2012.06.30 00:34:42,B,64.884,-147.885,219,,,,,,,,,2012.06.30 00:34:42,A,2,,,,
2012.06.30 00:34:42,2012.06.30 00:34:42,,,,,,,,,,,,Hit,2012.06.30 00:34:42,A,1,No,No,,CRC Error
2012.06.30 00:36:45,2012.06.30 00:36:45,,,,,,,,,,,,Hit,2012.06.30 00:36:45,A,1,No,No,No,Invalid Page
2012.06.30 00:49:03,2012.06.30 00:49:03,,,,,,,,,,,,Hit,2012.06.30 00:49:03,M,1,No,No,,CRC Error
2012.06.30 00:49:03,2012.06.30 00:49:03,B,64.883,-147.883,216,,,,,,,,,2012.06.30 00:49:03,M,1,,,,
2012.06.30 01:07:30,2012.06.30 01:07:30,,,,,,,,,,,,Hit,2012.06.30 01:07:30,N,1,No,No,No,Invalid Page
2012.06.30 01:08:31,2012.06.30 01:08:31,B,64.888,-147.887,232,,,,,,,,,2012.06.30 01:08:31,N,2,,,,
2012.06.30 01:09:33,2012.06.30 01:09:33,,,,,,,,,,,,Hit,2012.06.30 01:09:33,N,1,No,No,No,Invalid Page
2012.06.30 01:17:45,2012.06.30 01:17:45,,,,,,,,,,,,Hit,2012.06.30 01:17:45,K,1,No,No,,CRC Error
2012.06.30 01:19:48,2012.06.30 01:19:48,1,64.884,-147.860,210,,,,,,,,,2012.06.30 01:19:48,K,4,,,,
